Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL
The Lord of the Rings: The Fellowship of the Ring,2001,Peter Jackson,"['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen', 'Sean Astin', 'Sean Bean', 'Billy Boyd', 'Dominic Monaghan', 'Ian Holm', 'Christopher Lee', 'Liv Tyler', 'John Rhys-Davies', 'Orlando Bloom', 'Hugo Weaving', 'Cate Blanchett', 'Brent McIntyre', 'Sala Baker', 'Andy Serkis', 'Lawrence Makoare', 'Craig Parker', 'Marton Csokas', 'Peter McKenzie', 'Mark Ferguson', 'Harry Sinclair', 'Noel Appleby', 'Megan Edwards', 'Sarah McLeod', 'David Weatherley', 'Ian Mune', 'Michael Elsworth', 'Cameron Rhodes', 'Martyn Sanderson', 'Billy Jackson', 'Katie Jackson', 'Alan Howard', 'Victoria Beynon-Cole', 'Paul Bryson', 'Lance Fabian Kemp', 'Phil Grieve', 'Lee Hartley', 'Jonathan Jordan', 'Semi Kuresa', 'Sam La Hood', 'Jono Manks', 'Ben Price', 'Chris Streeter', 'Clinton Ulyatt', 'Peter Jackson', 'Chris Ryan', 'Bret McKenzie', 'Betty Adams', 'Timothy Bartlett', 'Bob Blackwell', 'David Houma', 'Jo Surgison', 'Liz Merton', 'Zo Hartley', 'Norman Cates', 'Jeff Kingsford-Brown', 'Marta Martí', 'Riley Brophy', 'Phoebe Gittins', 'Taea Hartwell', 'Shane Rangi', 'Jed Brophy', 'Paul Shapcott', 'Alan Lee', 'Larry Rew', 'Gino Acevedo', 'Xander Forterie', 'Richard Maybery', 'Sabine Crossen', 'Gareth Jensen', 'Ben Britton', 'Kester Fordham', 'Jarl Benzon', 'Sam Kelly', 'Matt Appleton', 'Blair Morton', 'Ray Henwood', 'Ralph Johnson', 'Jonathan Harding', 'Jørn Benzon', 'Ben Fransham', 'Tim Kano', 'Sacha Lee', 'Thomas Robins', 'Randall William Cook', 'Rachel Clentworth', 'Lani Jackson', 'Sharon Maxwell', 'David J. Muzzerall', 'Winham Hammond', 'Mana Hira Davis', 'Warren Green', 'Stu Johnson', 'Peter Lyon', 'Peter Daube', 'Samuel E. Shore', 'Rodney Bane', 'Daniel Andrews', 'Siaosi Fonua', 'Ken Stratton', 'Lynden Berrymen', 'Ryan Carey', 'Tack Daniel', 'Shane Dawson', 'Branko Dordevich', 'Greg Lane', 'Tim McLachlan', 'Dean Morganty', 'Greg Morrison', 'Andrew Munro', 'Grant Roa', 'Vincent Roxburgh', 'Mike Stearne', 'Andrew Stehlin', 'Tim Wong']",4.36,5.0,"['Fantasy', 'Adventure', 'Action']",179,"['New Zealand', 'USA']",English,['English'],"['New Line Cinema', 'WingNut Films', 'The Saul Zaentz Company']",2181047,239373,766801,38000,2416,6834,2372,16919,12387,82075,81571,305237,194160,539494,1243465,https://letterboxd.com/film/the-lord-of-the-rings-the-fellowship-of-the-ring/
Satantango,1994,Béla Tarr,"['Mihály Víg', 'Putyi Horváth', 'Miklós Székely B.', 'Erika Bók', 'László feLugossy', 'Alfréd Járai', 'János Derzsi', 'Irén Szajki', 'Éva Almássy Albert', 'Erzsébet Gaál', 'Peter Berling', 'György Barkó', 'Zoltán Kamondi', 'Barna Mihók', 'Péter Dobai', 'András Bodnár', 'Ica Bojár', 'István Juhász', 'Ferenc Kállai', 'Gyula Pauer', 'Mihály Kormos', 'Ernő Mihályi', 'András Fekete', 'Andor Simai', 'Katalin Krizsánné Kovács', 'Vilmosné Pataki', 'Mária Borbély', 'Kati Makrányi', 'Zsuzsa Fodor', 'Beatrix Jeszensky', 'Rita Deák Varga', 'Frigyes Hollósi', 'Ágnes Kamondy', 'Kína Vetõ', 'Mia Santamaria', 'József Kresinka', 'Mihály Ráday']",4.36,4.5,['Drama'],432,"['Germany', 'Hungary', 'Switzerland']",Hungarian,['Hungarian'],"['Von Vietinghoff Filmproduktion (VVF)', 'Vega Film', 'Mozgókép Innovációs Társulás és Alapítvány', 'Magyar Televízió', 'TSR']",38968,37717,14533,1900,264,251,163,436,473,1223,1490,4367,4243,11237,24147,https://letterboxd.com/film/satantango/
A Separation,2011,Asghar Farhadi,"['Leila Hatami', 'Payman Maadi', 'Shahab Hosseini', 'Sare Bayat', 'Sarina Farhadi', 'Babak Karimi', 'Ali-Asghar Shahbazi', 'Shirin Yazdanbakhsh', 'Kimia Hosseini', 'Merila Zarei', 'Mohammad Sajadian', 'Armine Zeytounchian', 'Bahareh Riahi']",4.36,4.5,['Drama'],123,"['Australia', 'France', 'Iran']",Persian (Farsi),['Persian (Farsi)'],"['Asghar Farhadi Productions', 'Dreamlab Films', 'MPA APSA Academy Film Fund', 'Memento Films Production']",166519,55871,51766,2000,182,282,229,993,1132,5765,10046,32371,25478,29444,105922,https://letterboxd.com/film/a-separation/
The Pianist,2002,Roman Polanski,"['Adrien Brody', 'Thomas Kretschmann', 'Frank Finlay', 'Maureen Lipman', 'Emilia Fox', 'Ed Stoppard', 'Julia Rayner', 'Jessica Kate Meyer', 'Michal Zebrowski', 'Wanja Mues', 'Richard Ridings', 'Nomi Sharron', 'Anthony Milner', 'Lucy Skeaping', 'Roddy Skeaping', 'Ben Harlan', 'Thomas Lawinky', 'Joachim Paul Assböck', 'Roy Smiles', 'Paul Bradley', 'Daniel Caltagirone', 'Andrzej Blumenfeld', 'Zbigniew Zamachowski', 'Detlev von Wangenheim', 'Popeck', 'Zofia Czerwińska', 'Udo Kroschwald', 'Uwe Rathsam', 'Joanna Brodzik', 'Katarzyna Bargiełowska', 'Maja Ostaszewska', 'John Bennett', 'Cyril Shaps', 'Wojciech Smolarz', 'Lech Mackiewicz', 'Ruth Platt', 'Peter Rappenglück', 'Ronan Vibert', 'Krzysztof Pieczyński', 'Katarzyna Figura', 'Valentine Pelka', 'Andrew Tiernan', 'Tom Strauss', 'Cezary Kosiński', 'Paweł Burczyk', 'Nina Franoszek', 'John Keogh', 'Rafał Mohr', 'Andrzej Pieczyński', 'Morgane Polanski', 'Grzegorz Artman', 'Adam Bauman', 'Andrzej Szenajch', 'Zbigniew Dziduch', 'Marian Dziędziel', 'Jerzy Góralczyk', 'Jarosław Kopaczewski', 'Patrick Lanagan', 'Dorota Liliental', 'Norbert Rakowski', 'Piotr Siejka', 'Tomasz Tyndyk', 'Andrzej Walden', 'Zbigniew Waleryś', 'Maciej Winkler', 'Tadeusz Wojtych', 'Andrzej Zieliński', 'Paweł Małaszyński', 'Axel Prahl', 'Borys Szyc', 'Rafał Dajbor', 'Adrian Hood', 'Ryszard Kluge', 'Maciej Kowalewski', 'Pawel Zdun', 'Jacek Wolszczak', 'Malgorzata Trybalska', 'Dawid Szurmiej', 'Izabella Szolc']",4.36,4.0,"['Drama', 'War']",150,"['France', 'Germany', 'Poland', 'UK']",English,"['English', 'German', 'Polish', 'Russian']","['Canal+ Polska', 'Bac Films', 'Heritage Films', 'Studio Babelsberg', 'Agencja Produkcji Filmowej', 'FFF Bayern', 'Filmboard Berlin-Brandenburg (FBB)', 'R.P. Productions', 'StudioCanal', 'Canal+', 'TVP', 'Runteam', 'FFA']",855388,117273,256217,9500,532,843,556,3365,4086,25208,41242,155477,110493,167495,509297,https://letterboxd.com/film/the-pianist/
One Flew Over the Cuckoo's Nest,1975,Miloš Forman,"['Jack Nicholson', 'Brad Dourif', 'Louise Fletcher', 'Danny DeVito', 'William Redfield', 'Scatman Crothers', 'Christopher Lloyd', 'Will Sampson', 'Dean R. Brooks', 'Michael Berryman', 'Sydney Lassick', 'William Duell', 'Vincent Schiavelli', 'Peter Brocco', 'Alonzo Brown', 'Mwako Cumbuka', 'Josip Elic', 'Ken Kenny', 'Nathan George', 'Ted Markland', 'Louisa Moritz', 'Mews Small', 'Delos V. Smith Jr.', 'Lan Fendors', 'Mimi Sarkisian', 'Mel Lambert', 'Kay Lee', 'Dwight Marfield', 'Tin Welch', 'Philip Roth', 'Aurore Clément', 'Anjelica Huston', 'Audrey Landers', 'Saul Zaentz']",4.36,4.5,['Drama'],133,['USA'],English,['English'],"['Fantasy Films', 'United Artists']",835419,150222,265491,12000,438,1024,755,4246,4901,28404,43701,148179,108544,157635,497827,https://letterboxd.com/film/one-flew-over-the-cuckoos-nest/
Love Exposure,2008,Sion Sono,"['Takahiro Nishijima', 'Hikari Mitsushima', 'Sakura Ando', 'Makiko Watanabe', 'Atsuro Watabe', 'Yutaka Shimizu', 'Hiroyuki Onoue', 'Tasuku Nagaoka', 'Sow Hirosawa', 'Yūko Genkaku', 'Mami Nakamura', 'Arata Yamanaka', 'Junya Iwamoto', 'Motoki Ochiai', 'Sango', 'Atsushi Yamanaka', 'Kōichi Koshimura', 'Shingo Tanaka', 'Ryuichi Suzuki', 'Kiyomi Aratani', 'Yūya Kawamura', 'Runa Teramoto', 'Nanami Hinata', 'Kunihiro Suda', 'Mitsuyo Ishigaki', 'Kioo Ikeda', 'Chisato Kawai', 'Hiroko Harada', 'Ryuta Furuya', 'Mika Yasuda', 'Umi Yamano', 'Ayumi Takahashi', 'Kenji Terui', 'Takahumi Shinohara', 'Nobuhiro Nishihara', 'Kai Miyauchi', 'Hitomi Okada', 'Eri Yamazaki', 'Ryosuke Nagata', 'Toshimi Tasaki', 'Hotaru Akane', 'Aki Kawamura', 'Masahiro Gondô', 'Masahiro Kohama', 'Yūka Arai', 'Mai Nakano', 'Nasubi', 'Yusuke Nakayama', 'Boku Kimura', 'Shigenobu Yasuda', 'Kinto Gin', ""Jun'ichirô Kishi"", ""Q'Taro"", 'Hidetoshi Kawaya', 'Manabu Yazaki', 'Misaki Hirata', 'Yuki Kurosawa', 'Arata Takase', 'Miki Hayashida', 'Mayu Matsuoka', 'Hiroyuki Ishiga', 'Kaoru Sawayama', 'Jyonmyon Pe', 'Akira Sekiguchi', 'Itsuji Itao', 'Ryo Iwamatsu', 'Hiroshi Ohguchi', 'Taka Okubo', 'Tadashi Okada', 'Mitsuru Kuramoto', 'Jai West', 'Yoriko Doguchi', 'Motoki Fukami', 'Mitsuru Fukikoshi', 'Usamaru Furuya', 'Keisuke Horibe', 'Shinji Miyadai', 'Go Ayano', 'Juri Imai', 'Anny', 'Hidenobu Tannai', 'Kazuya Narita', 'Hayato', 'Tôru Amemiya', 'Fuminori Shinkai', 'Hidetoshi Arioka', 'Ryûshi Izumi', 'Mitsuru Ôno', 'Sô Ikeno', 'Yô Kamiyoshihara', 'Ayumi Kawashima', 'Masaru Ganba', 'Tatsuya Kitamura', 'Masaki Kurusu', 'Hirotsugu Kobayashi', 'Shato', 'Hiroyuki Sakai', 'Takafumi Sasai', 'Kazuhisa Takagi', 'Hiroyuki Tanaka', 'Masana Hirabuki', 'Jun Fukunaga', 'Ryo Yamamoto', 'Akiyo Nonaka', 'Miyû Nonaka', 'Rie Nonaka', 'Mai Kase', 'Sayuri Shirai', 'Moe Matsuoka', 'Asuka Akane', 'Kyôka', 'Chika Iinuma', 'Asami Itakura', 'Sara Ichinose', 'Niina Itô', 'Chiaki Ura', 'Hanako Okamoto', 'Nao Kasuga', 'Yui Katou', 'Rika Kawamura', 'Miho Kishimoto', 'Mitsuko Satô', 'Erika Satô', 'Yurino Satô', 'Haju Takamine', 'Yuki Tsutsumi', 'Nana', 'Hiroko Narikawa', 'Iyo Hanaki', 'Mayumi Hidaka', 'Sayaka Fukaya', 'Chihiro Horie', 'Yû Matsumoto', 'Haruka Mikami', 'Mayumi Miyamoto', 'Megumi Momose', 'Kyôko Yasui', 'Mana Yamaguchi', 'Ryôko Yokota', 'Ryanti', 'Yôko Watanabe', 'Susumu Abe', 'Aimi Isaka', 'Arisa Itô', 'Akifumi Ôta', 'Ryô Ôta', 'Marina Oka', 'Mie Okano', 'Yûko Okano', 'Nagi Ozaki', 'Nozomi Kataoka', 'Yûhi Katase', 'Saya Kitajima', 'Yûna Gotô', 'Kaori Komine', 'Mitsue Konno', 'Yûji Saeki', 'Yô Satomi', 'Bisei Saburômaru', 'Minami Suzuki', 'Isao Taiheiyô', 'Akifumi Takahashi', 'Mina Tatebayashi', 'Kiyomi Tanaka', 'Ayumi Tanabe', 'Yui Nakamura', 'Jôson Nishii', 'Nobuhito Hashida', 'Hisato Hayashi', 'Kae Mihara', 'Yuki Yamamoto', 'Ayano Wakimoto', 'Keisuke Ito', 'Ittetsu Takahashi', 'Kôichi Saitô', 'Keroppî Maeda', 'Tsukika', 'The Velvet Teu', 'Marony', 'Yuzuna Satomi', 'Hiroyuki Satomi', 'Sumie Satomi', 'Kamui Sôma', 'Hayate Sôma', 'Emiko Sôma', 'Asuka Itabashi', 'Toshiaki Itabashi', 'Yûi Nojiri', 'Michie Teruya', 'Katsuo Kubo', 'Hiroko Itano', 'Sayaka Kamachi', 'Mikako Kimotsuki', 'Kazuki Takahashi', ""Jun'ichirô Tsuge"", 'Taiki Watabe', 'Noriko Arai', 'Kei Takemoto', 'Erika Nagamine', 'Akinori Aoto', 'Kazuya Maekawa']",4.36,nan,"['Comedy', 'Drama', 'Romance', 'Action']",237,['Japan'],Japanese,['Japanese'],['Omega Project'],60326,37094,26791,4800,279,317,230,670,795,2302,3419,8938,8573,16815,42338,https://letterboxd.com/film/love-exposure/
Nights of Cabiria,1957,Federico Fellini,"['Giulietta Masina', 'François Périer', 'Franca Marzi', 'Amedeo Nazzari', 'Aldo Silvani', 'Dorian Gray', 'Ennio Girolami', 'Mario Passante', 'Franco Balducci', 'Ciccio Barbi', 'Luciano Bonanni', 'Leo Catozzo', 'Mimmo Poli', 'Dominique Delouche', 'Franco Fabrizi', 'Sandro Moretti', 'Polidor', 'María Luisa Rolando', 'Gianni Baghino', 'Riccardo Fellini', 'Nino Milano', 'Sergio Parlato', 'Christian Tassou']",4.35,4.5,['Drama'],110,"['Italy', 'France']",Italian,['Italian'],"['Dino de Laurentiis Cinematografica', 'Les Films Marceau']",73587,41460,26378,1700,47,85,97,389,556,2318,4608,13556,11150,14624,47430,https://letterboxd.com/film/nights-of-cabiria/
Scenes from a Marriage,1974,Ingmar Bergman,"['Liv Ullmann', 'Erland Josephson', 'Bibi Andersson', 'Jan Malmsjö', 'Gunnel Lindblom', 'Wenche Foss', 'Bertil Norström', 'Anita Wall', 'Rossana Mariano', 'Lena Bergman', 'Ingmar Bergman', 'Barbro Hiort af Ornäs']",4.35,4.0,"['Romance', 'Drama']",169,['Sweden'],Swedish,['Swedish'],['Cinematograph AB'],55722,33787,18236,646,63,99,92,317,419,1692,2792,9631,8014,10877,33996,https://letterboxd.com/film/scenes-from-a-marriage/
Lawrence of Arabia,1962,David Lean,"[""Peter O'Toole"", 'Alec Guinness', 'Anthony Quinn', 'Jack Hawkins', 'Omar Sharif', 'José Ferrer', 'Anthony Quayle', 'Claude Rains', 'Arthur Kennedy', 'Donald Wolfit', 'I.S. Johar', 'Gamil Ratib', 'Michel Ray', 'John Dimech', 'Zia Mohyeddin', 'Howard Marion-Crawford', 'Jack Gwillim', 'Hugh Miller', 'John Barry', 'Bruce Beeby', 'Fred Bennett', 'John Bennett', 'Steve Birtles', 'Robert Bolt', 'Peter Burton', 'J.R.M. Chapman', 'Barbara Cole', 'Basil Dignam', 'Peter Dukelow', 'Mohamed El Habachi', 'Kenneth Fortescue', 'Harry Fowler', 'James Hayter', 'Jack Hedley', 'Rafael Hernández', 'Noel Howlett', 'Patrick Kavanagh', 'David Lean', 'Ian MacNaughton', 'Clive Morton', 'Daniel Moynihan', 'Henry Oscar', 'George Plimpton', 'Bryan Pringle', 'Ernie Rice', 'Robert Rietti', 'John Robinson', 'Norman Rossington', 'John Ruddock', 'Fernando Sancho', 'Stuart Saunders', 'Cyril Shaps', 'Jack Sharp', 'George Spence', 'Roy Stevens', 'Graham Tonbridge', 'Barry Warren']",4.35,4.5,"['Adventure', 'War', 'History']",228,['UK'],English,"['English', 'Arabic', 'Portuguese', 'Turkish']",['Horizon Pictures'],258794,105811,75814,6000,396,758,487,2427,2470,10868,14335,39969,30466,53470,155646,https://letterboxd.com/film/lawrence-of-arabia/
The Thing,1982,John Carpenter,"['Kurt Russell', 'Keith David', 'Wilford Brimley', 'T.K. Carter', 'David Clennon', 'Richard Dysart', 'Charles Hallahan', 'Peter Maloney', 'Richard Masur', 'Donald Moffat', 'Joel Polis', 'Thomas G. Waites', 'Norbert Weisser', 'Larry J. Franco', 'Nate Irwin', 'William Zeman', 'Adrienne Barbeau', 'John Carpenter', 'Jed']",4.35,4.5,"['Mystery', 'Science Fiction', 'Horror']",109,['USA'],English,"['English', 'Norwegian']","['Universal Pictures', 'The Turman-Foster Company']",856504,261863,345301,34000,589,1398,982,5659,6396,33605,49425,152689,111625,225639,588007,https://letterboxd.com/film/the-thing/
Before Sunset,2004,Richard Linklater,"['Ethan Hawke', 'Julie Delpy', 'Vernon Dobtcheff', 'Louise Lemoine Torrès', 'Rodolphe Pauly', 'Mariane Plasteig', 'Diabolo', 'Denis Evrard', 'Albert Delpy', 'Marie Pillet']",4.35,5.0,"['Drama', 'Romance']",80,"['USA', 'France']",English,"['English', 'French']","['Warner Independent Pictures', 'Castle Rock Entertainment', 'Detour Filmproduction']",605524,144897,232589,17000,599,1274,799,4311,4706,25332,34894,104208,74967,151726,402816,https://letterboxd.com/film/before-sunset/
I Am Cuba,1964,Mikhail Kalatozov,"['Sergio Corrieri', 'Salvador Wood', 'José Gallardo', 'Raúl García', 'Luz María Collazo', 'Jean Bouise', 'Alberto Morgan', 'Fausto Mirabal', 'Roberto García York', 'María de las Mercedes Díez', 'Bárbara Domínguez', 'Jesús del Monte', 'Luisa María Jiménez Rodríquez', 'Mario González Broche', 'Tony López', 'Héctor Castañeda', 'Rosendo Lamadriz', 'Roberto Villar', 'Roberto Cabrera', 'Alfredo Ávila', 'José Espinosa', 'Rafael Díaz', 'Isabel Moreno', 'Manuel J. Mora', 'Raquel Revuelta', 'Aramís Delgado', 'Raúl Gómez', 'Pepe Ramírez']",4.34,4.5,['Drama'],140,"['Cuba', 'USSR']",Spanish,"['Spanish', 'English']","['ICAIC', 'Mosfilm']",30892,23741,11427,699,54,53,50,183,246,942,1740,5046,4668,6905,19887,https://letterboxd.com/film/i-am-cuba/
The Seventh Seal,1957,Ingmar Bergman,"['Max von Sydow', 'Bengt Ekerot', 'Gunnar Björnstrand', 'Nils Poppe', 'Bibi Andersson', 'Inga Landgré', 'Åke Fridell', 'Inga Gill', 'Maud Hansson', 'Gunnel Lindblom', 'Bertil Anderberg', 'Anders Ek', 'Gunnar Olsson', 'Erik Strandmark', 'Lars Lind', 'Benkt-Åke Benktsson', 'Tor Borong', 'Gudrun Brost', 'Harry Asklund', 'Ulf Johansson', 'Sten Ardenstam', 'Gordon Löwenadler', 'Karl Widh', 'Tommy Karlsson', 'Siv Aleros', 'Bengt Gillberg', 'Lars Granberg', 'Gunlög Hagberg', 'Gun Hammargren', 'Uno Larsson', 'Lennart Lilja', 'Monica Lindman', 'Helge Sjökvist', 'Georg Skarstedt', 'Ragnar Sörman', 'Lennart Tollén', 'Caya Wickström', 'Catherine Berg', 'Mona Malm', 'Tor Isedal', 'Josef Norman', 'Gösta Prüzelius', 'Fritjof Tall', 'Nils Whiten', 'Lena Bergman', 'Marc Smith']",4.34,3.5,"['Fantasy', 'Drama']",96,['Sweden'],Swedish,['Swedish'],['SF Studios'],326156,106417,111512,8200,308,658,542,2372,3091,12478,19505,56333,43315,70940,209542,https://letterboxd.com/film/the-seventh-seal/
Mirror,1975,Andrei Tarkovsky,"['Margarita Terekhova', 'Ignat Daniltsev', 'Larisa Tarkovskaya', 'Alla Demidova', 'Anatoliy Solonitsyn', 'Nikolay Grinko', 'Tamara Ogorodnikova', 'Yuriy Nazarov', 'Oleg Yankovskiy', 'Filipp Yankovsky', 'Yuri Sventikov', 'Tatyana Reshetnikova', 'Mariya Tarkovskaya-Vishnyakova', 'Olga Kizilova', 'Ernesto del Bosque', 'Luis Correcher', 'Ángel Gutiérrez', 'Dionisio García Zapico', 'Tomas Pamies', 'Teresa Del Bosque', 'Tatiana Del Bosque', 'Innokentiy Smoktunovskiy', 'Arseny Tarkovsky']",4.34,5.0,"['History', 'Drama']",107,['USSR'],Russian,"['Russian', 'Spanish']",['Mosfilm'],166162,76226,59324,7200,312,543,486,1617,1975,6551,9389,23745,18439,39849,102906,https://letterboxd.com/film/mirror/
Eternity and a Day,1998,Theo Angelopoulos,"['Bruno Ganz', 'Fabrizio Bentivoglio', 'Isabelle Renauld', 'Achileas Skevis', 'Alexandra Ladikou', 'Despina Bebedelli', 'Eleni Gerasimidou', 'Iris Chatziantoniou', 'Nikos Kouros', 'Alekos Oudinotis', 'Vasilis Kolovos', 'Mihalis Giannatos', 'Petros Fyssoun', 'Pemi Zouni', 'Lazaros Andreou', 'Leonidas Vardaros', 'Vassilia Kavouka', 'Petros Markaris', 'Melpo Lekatsa', 'Yiannis Karabinis', 'Maria Hatziioannidou', 'Yiannis Mohlas', 'Maria Saltiri', 'Makis Pappas', 'Tania Palaiologou', 'Aristotelis Aposkitis', 'Rony Ganniari', 'Panos Papageorgopoulos', 'Maria Koskina', 'Thodoros Tsalouhidis', 'Thodoros Teknetzidis', 'Hristos Sougaris', 'Giannis Papadopoulos', 'Milena Giannakidou', 'Argyris Kesoglou', 'Melpomeni Tsoulou', 'Yiannis Mitsou', 'Petros Patses', 'Yiorgos Popof', 'Dimitris Fotsinos-Safrantzas', 'Yiorgos Halaris', 'Themis Gousoulis', 'Asimakis Alexiou']",4.34,nan,['Drama'],133,"['France', 'Germany', 'Greece', 'Italy']",Greek (modern),"['Greek (modern)', 'English', 'Italian']","['Eurimages', 'ARTE', 'Paradis Films', 'Istituto Luce Cinecittà', 'Greek Film Centre', 'La Sept Cinéma', 'Intermédias', 'Theo Angelopoulos Films', 'Classic', 'Canal+', 'WDR', 'EPT']",38866,19411,15413,2100,58,93,83,297,364,1401,2104,6134,5081,9633,25248,https://letterboxd.com/film/eternity-and-a-day/
Three Colours: Red,1994,Krzysztof Kieślowski,"['Irène Jacob', 'Jean-Louis Trintignant', 'Jean-Pierre Lorit', 'Frédérique Feder', 'Samuel Le Bihan', 'Marion Stalens', 'Teco Celio', 'Bernard Escalon', 'Jean Schlegel', 'Elżbieta Jasińska', 'Zbigniew Zamachowski', 'Juliette Binoche', 'Julie Delpy', 'Benoît Régent', 'Roland Carey', 'Jean-Marie Daunas']",4.34,4.5,"['Mystery', 'Drama', 'Romance']",100,"['France', 'Poland', 'Switzerland']",French,['French'],"['Zespół Filmowy ""Tor""', 'France 3 Cinéma', 'TSR', 'MK2 Films', 'CAB Productions', 'Canal+', 'Eurimages', 'CED Productions']",174861,65324,60718,3300,78,218,190,945,1326,6949,10956,33186,24725,31346,109919,https://letterboxd.com/film/three-colours-red/
A Man Escaped,1956,Robert Bresson,"['François Leterrier', 'Charles Le Clainche', 'Maurice Beerblock', 'Roland Monod', 'Jacques Ertaud', 'Jean Paul Delhumeau', 'Roger Treherne', 'Jean Philippe Delamarre', 'Jacques Oerlemans', 'Klaus Detlef Grevenhorst', 'Leonhard Schmidt', 'Roger Planchon']",4.34,4.5,"['Drama', 'Thriller']",101,['France'],French,"['French', 'German']","['Nouvelles Éditions de Films (NEF)', 'Gaumont']",67995,42106,22641,522,25,87,89,346,544,2252,4571,13550,9996,11962,43422,https://letterboxd.com/film/a-man-escaped/
City Lights,1931,Charlie Chaplin,"['Charlie Chaplin', 'Virginia Cherrill', 'Harry Myers', 'Al Ernest Garcia', 'Hank Mann', 'Albert Austin', 'Eddie Baker', 'Henry Bergman', 'Buster Brodie', 'Jeanne Carpenter', 'Tom Dempsey', 'James Donnelly', 'Ray Erlenborn', 'Robert Graves', 'Charles Hammond', 'Joseph Herrick', 'Austen Jewell', 'Willie Keeler', 'Robert Parrish', 'John Rand', 'W.C. Robinson', 'Cy Slocum', 'Tony Stabenau', 'Mark Strong', 'Tiny Ward', 'Stanhope Wheatcroft', 'Florence Wix', 'Granville Redmond', 'Florence Lee']",4.34,4.0,"['Drama', 'Comedy', 'Romance']",87,['USA'],English,"['English', 'No spoken language']","['Charles Chaplin Productions', 'United Artists']",180780,76346,53565,1700,126,230,220,928,1384,6910,11081,31280,19975,32867,105001,https://letterboxd.com/film/city-lights/
Where Is the Friend's House?,1987,Abbas Kiarostami,"['Babek Ahmed Poor', 'Ahmed Ahmed Poor', 'Kheda Barech Defai', 'Iran Outari', 'Ait Ansari', 'Sadika Taohidi', 'Ali Djamali', 'Biman Mouafi', 'Aziz Babai', 'Nader Ghoulami', 'Akbar Mouradi', 'Teba Slimani', 'Mohammad Reza Parvaneh', 'Farahanka Brothers', 'Maria Chdjari', 'Hamdallah Askar Poor', 'Kadiret Kaoiyen Poor', 'Hager Faraz Poor', 'Mohamed Hocine Rouhi', 'Rafia Difai', 'Agakhan Karadach Khani', 'Mohammad Reza Nematzadeh']",4.34,4.0,"['Family', 'Drama']",83,['Iran'],Persian (Farsi),['Persian (Farsi)'],"['Kanoon', 'Farabi Cinema']",89867,38323,37761,2100,76,108,106,429,639,3168,6583,20412,14648,17718,63887,https://letterboxd.com/film/where-is-the-friends-house/
Before Sunrise,1995,Richard Linklater,"['Ethan Hawke', 'Julie Delpy', 'Andrea Eckert', 'Haymon Maria Buttinger', 'Erni Mangold', 'Tex Rubinowitz', 'Dominik Castell', 'Harold Waiglein', 'Karl Bruckschwaiger', 'Hanno Pöschl', 'Bilge Jeschim', 'Kurti', 'Hans Weingartner', 'Liese Lyon', 'Peter Ily Huemer', 'Otto Reiter', 'Hubert Fabian Kulterer', 'Branko Andrić', 'Constanze Schweiger', 'John Sloss', 'Alexandra Seibel', 'Georg Schöllhammer', 'Christian Ankowitsch', 'Wilbirg Reiter', 'Barbara Klebel', 'Wolfgang Staribacher', 'Wolfgang Glüxam', 'Adam Goldberg', 'Richard Linklater', 'Paul Poet']",4.34,4.5,"['Romance', 'Drama']",101,"['Austria', 'USA']",English,"['English', 'German', 'French']","['Castle Rock Entertainment', 'Detour Filmproduction', 'Filmhaus Films']",880610,215421,374112,47000,1243,2786,1595,7649,7694,35310,48073,149598,105446,249671,609065,https://letterboxd.com/film/before-sunrise/
