Film_title;Release_year;Director;Genres;Owner_rating;Average_rating;Runtime;Countries;Original_Language;Spoken_Languages;Watches;List_Appearances;Likes;Cast;Studios;Letterboxd URL
Love Exposure;2008;Sion Sono;['Comedy', 'Drama', 'Romance', 'Action'];nan;4.35;237;['Japan'];Japanese;['Japanese'];56778;34953;25128;"['Takahiro Nishijima', 'Hikari Mitsushima', 'Sakura Ando', 'Makiko Watanabe', 'Atsuro Watabe', 'Yutaka Shimizu', 'Hiroyuki Onoue', 'Tasuku Nagaoka', 'Sow Hirosawa', 'Yūko Genkaku', 'Mami Nakamura', 'Arata Yamanaka', 'Junya Iwamoto', 'Motoki Ochiai', 'Sango', 'Atsushi Yamanaka', 'Kōichi Koshimura', 'Shingo Tanaka', 'Ryuichi Suzuki', 'Kiyomi Aratani', 'Yūya Kawamura', 'Runa Teramoto', 'Nanami Hinata', 'Kunihiro Suda', 'Mitsuyo Ishigaki', 'Kioo Ikeda', 'Chisato Kawai', 'Hiroko Harada', 'Ryuta Furuya', 'Mika Yasuda', 'Umi Yamano', 'Ayumi Takahashi', 'Kenji Terui', 'Takahumi Shinohara', 'Nobuhiro Nishihara', 'Kai Miyauchi', 'Hitomi Okada', 'Eri Yamazaki', 'Ryosuke Nagata', 'Toshimi Tasaki', 'Hotaru Akane', 'Aki Kawamura', 'Masahiro Gondô', 'Masahiro Kohama', 'Yūka Arai', 'Mai Nakano', 'Nasubi', 'Yusuke Nakayama', 'Boku Kimura', 'Shigenobu Yasuda', 'Kinto Gin', ""Jun'ichirô Kishi"", ""Q'Taro"", 'Hidetoshi Kawaya', 'Manabu Yazaki', 'Misaki Hirata', 'Yuki Kurosawa', 'Arata Takase', 'Miki Hayashida', 'Mayu Matsuoka', 'Hiroyuki Ishiga', 'Kaoru Sawayama', 'Jyonmyon Pe', 'Akira Sekiguchi', 'Itsuji Itao', 'Ryo Iwamatsu', 'Hiroshi Ohguchi', 'Taka Okubo', 'Tadashi Okada', 'Mitsuru Kuramoto', 'Jai West', 'Yoriko Doguchi', 'Motoki Fukami', 'Mitsuru Fukikoshi', 'Usamaru Furuya', 'Keisuke Horibe', 'Shinji Miyadai', 'Go Ayano', 'Juri Imai', 'Anny', 'Hidenobu Tannai', 'Kazuya Narita', 'Hayato', 'Tôru Amemiya', 'Fuminori Shinkai', 'Hidetoshi Arioka', 'Ryûshi Izumi', 'Mitsuru Ôno', 'Sô Ikeno', 'Yô Kamiyoshihara', 'Ayumi Kawashima', 'Masaru Ganba', 'Tatsuya Kitamura', 'Masaki Kurusu', 'Hirotsugu Kobayashi', 'Shato', 'Hiroyuki Sakai', 'Takafumi Sasai', 'Kazuhisa Takagi', 'Hiroyuki Tanaka', 'Masana Hirabuki', 'Jun Fukunaga', 'Ryo Yamamoto', 'Akiyo Nonaka', 'Miyû Nonaka', 'Rie Nonaka', 'Mai Kase', 'Sayuri Shirai', 'Moe Matsuoka', 'Asuka Akane', 'Kyôka', 'Chika Iinuma', 'Asami Itakura', 'Sara Ichinose', 'Niina Itô', 'Chiaki Ura', 'Hanako Okamoto', 'Nao Kasuga', 'Yui Katou', 'Rika Kawamura', 'Miho Kishimoto', 'Mitsuko Satô', 'Erika Satô', 'Yurino Satô', 'Haju Takamine', 'Yuki Tsutsumi', 'Nana', 'Hiroko Narikawa', 'Iyo Hanaki', 'Mayumi Hidaka', 'Sayaka Fukaya', 'Chihiro Horie', 'Yû Matsumoto', 'Haruka Mikami', 'Mayumi Miyamoto', 'Megumi Momose', 'Kyôko Yasui', 'Mana Yamaguchi', 'Ryôko Yokota', 'Ryanti', 'Yôko Watanabe', 'Susumu Abe', 'Aimi Isaka', 'Arisa Itô', 'Akifumi Ôta', 'Ryô Ôta', 'Marina Oka', 'Mie Okano', 'Yûko Okano', 'Nagi Ozaki', 'Nozomi Kataoka', 'Yûhi Katase', 'Saya Kitajima', 'Yûna Gotô', 'Kaori Komine', 'Mitsue Konno', 'Yûji Saeki', 'Yô Satomi', 'Bisei Saburômaru', 'Minami Suzuki', 'Isao Taiheiyô', 'Akifumi Takahashi', 'Mina Tatebayashi', 'Kiyomi Tanaka', 'Ayumi Tanabe', 'Yui Nakamura', 'Jôson Nishii', 'Nobuhito Hashida', 'Hisato Hayashi', 'Kae Mihara', 'Yuki Yamamoto', 'Ayano Wakimoto', 'Keisuke Ito', 'Ittetsu Takahashi', 'Kôichi Saitô', 'Keroppî Maeda', 'Tsukika', 'The Velvet Teu', 'Marony', 'Yuzuna Satomi', 'Hiroyuki Satomi', 'Sumie Satomi', 'Kamui Sôma', 'Hayate Sôma', 'Emiko Sôma', 'Asuka Itabashi', 'Toshiaki Itabashi', 'Yûi Nojiri', 'Michie Teruya', 'Katsuo Kubo', 'Hiroko Itano', 'Sayaka Kamachi', 'Mikako Kimotsuki', 'Kazuki Takahashi', ""Jun'ichirô Tsuge"", 'Taiki Watabe', 'Noriko Arai', 'Kei Takemoto', 'Erika Nagamine', 'Akinori Aoto', 'Kazuya Maekawa']";['Omega Project'];https://letterboxd.com//film/love-exposure/
The Thing;1982;John Carpenter;['Mystery', 'Science Fiction', 'Horror'];4.5;4.35;109;['Canada', 'USA'];English;['English', 'Norwegian'];793193;247569;319815;['Kurt Russell', 'Keith David', 'Wilford Brimley', 'T.K. Carter', 'David Clennon', 'Richard Dysart', 'Charles Hallahan', 'Peter Maloney', 'Richard Masur', 'Donald Moffat', 'Joel Polis', 'Thomas G. Waites', 'Norbert Weisser', 'Larry J. Franco', 'Nate Irwin', 'William Zeman', 'Adrienne Barbeau', 'John Carpenter', 'Jed'];['Universal Pictures', 'Turman-Foster Company', 'Province of BC, Ministry of Tourism, Film Promotion Office'];https://letterboxd.com//film/the-thing/
Lawrence of Arabia;1962;David Lean;['Adventure', 'War', 'Drama', 'History'];4.5;4.35;228;['UK'];English;['English', 'Arabic', 'Turkish'];238731;98174;69575;"[""Peter O'Toole"", 'Alec Guinness', 'Anthony Quinn', 'Jack Hawkins', 'Omar Sharif', 'José Ferrer', 'Anthony Quayle', 'Claude Rains', 'Arthur Kennedy', 'Donald Wolfit', 'I.S. Johar', 'Gamil Ratib', 'Michel Ray', 'John Dimech', 'Zia Mohyeddin', 'Howard Marion-Crawford', 'Jack Gwillim', 'Hugh Miller', 'John Barry', 'Bruce Beeby', 'Fred Bennett', 'John Bennett', 'Steve Birtles', 'Robert Bolt', 'Peter Burton', 'J.R.M. Chapman', 'Barbara Cole', 'Basil Dignam', 'Peter Dukelow', 'Mohamed El Habachi', 'Kenneth Fortescue', 'Harry Fowler', 'James Hayter', 'Jack Hedley', 'Rafael Hernández', 'Noel Howlett', 'Patrick Kavanagh', 'David Lean', 'Ian MacNaughton', 'Clive Morton', 'Daniel Moynihan', 'Henry Oscar', 'George Plimpton', 'Bryan Pringle', 'Ernie Rice', 'Robert Rietti', 'John Robinson', 'Norman Rossington', 'John Ruddock', 'Fernando Sancho', 'Stuart Saunders', 'Cyril Shaps', 'Jack Sharp', 'George Spence', 'Roy Stevens', 'Graham Tonbridge', 'Barry Warren']";['Horizon Pictures'];https://letterboxd.com//film/lawrence-of-arabia/
Scenes from a Marriage;1974;Ingmar Bergman;['Drama', 'Romance'];4;4.35;169;['Sweden'];Swedish;['Swedish'];52707;31487;17312;['Liv Ullmann', 'Erland Josephson', 'Bibi Andersson', 'Jan Malmsjö', 'Gunnel Lindblom', 'Wenche Foss', 'Bertil Norström', 'Anita Wall', 'Rossana Mariano', 'Lena Bergman', 'Ingmar Bergman', 'Barbro Hiort af Ornäs'];['Cinematograph AB'];https://letterboxd.com//film/scenes-from-a-marriage/
Nights of Cabiria;1957;Federico Fellini;['Drama'];4.5;4.35;110;['Italy', 'France'];Italian;['Italian'];69746;38949;24933;['Giulietta Masina', 'François Périer', 'Franca Marzi', 'Amedeo Nazzari', 'Aldo Silvani', 'Dorian Gray', 'Ennio Girolami', 'Mario Passante', 'Franco Balducci', 'Ciccio Barbi', 'Luciano Bonanni', 'Leo Catozzo', 'Mimmo Poli', 'Dominique Delouche', 'Franco Fabrizi', 'Sandro Moretti', 'Polidor', 'María Luisa Rolando', 'Gianni Baghino', 'Riccardo Fellini', 'Nino Milano', 'Sergio Parlato', 'Christian Tassou'];['Dino de Laurentiis Cinematografica', 'Les Films Marceau'];https://letterboxd.com//film/nights-of-cabiria/
The Seventh Seal;1957;Ingmar Bergman;['Fantasy', 'Drama'];3.5;4.34;96;['Sweden'];Swedish;['Swedish'];306762;100117;104638;['Max von Sydow', 'Bengt Ekerot', 'Gunnar Björnstrand', 'Nils Poppe', 'Bibi Andersson', 'Inga Landgré', 'Åke Fridell', 'Inga Gill', 'Maud Hansson', 'Gunnel Lindblom', 'Bertil Anderberg', 'Anders Ek', 'Gunnar Olsson', 'Erik Strandmark', 'Lars Lind', 'Benkt-Åke Benktsson', 'Tor Borong', 'Gudrun Brost', 'Harry Asklund', 'Ulf Johansson', 'Sten Ardenstam', 'Gordon Löwenadler', 'Karl Widh', 'Tommy Karlsson', 'Siv Aleros', 'Bengt Gillberg', 'Lars Granberg', 'Gunlög Hagberg', 'Gun Hammargren', 'Uno Larsson', 'Lennart Lilja', 'Monica Lindman', 'Helge Sjökvist', 'Georg Skarstedt', 'Ragnar Sörman', 'Lennart Tollén', 'Caya Wickström', 'Catherine Berg', 'Mona Malm', 'Tor Isedal', 'Josef Norman', 'Gösta Prüzelius', 'Fritjof Tall', 'Nils Whiten', 'Lena Bergman', 'Marc Smith'];['SF Studios'];https://letterboxd.com//film/the-seventh-seal/
Mirror;1975;Andrei Tarkovsky;['History', 'Drama'];5;4.34;107;['USSR'];Russian;['Russian', 'Spanish'];156354;71983;55833;['Margarita Terekhova', 'Ignat Daniltsev', 'Larisa Tarkovskaya', 'Alla Demidova', 'Anatoliy Solonitsyn', 'Nikolay Grinko', 'Tamara Ogorodnikova', 'Yuriy Nazarov', 'Oleg Yankovskiy', 'Filipp Yankovsky', 'Yuri Sventikov', 'Tatyana Reshetnikova', 'Mariya Tarkovskaya-Vishnyakova', 'Olga Kizilova', 'Ernesto del Bosque', 'Luis Correcher', 'Ángel Gutiérrez', 'Dionisio García Zapico', 'Tomas Pamies', 'Teresa Del Bosque', 'Tatiana Del Bosque', 'Innokentiy Smoktunovskiy', 'Arseny Tarkovsky'];['Mosfilm'];https://letterboxd.com//film/mirror/
Before Sunrise;1995;Richard Linklater;['Drama', 'Romance'];4.5;4.34;101;['Austria', 'Switzerland', 'USA'];English;['English', 'German', 'French'];791252;196957;334475;['Ethan Hawke', 'Julie Delpy', 'Andrea Eckert', 'Haymon Maria Buttinger', 'Erni Mangold', 'Tex Rubinowitz', 'Dominik Castell', 'Harold Waiglein', 'Karl Bruckschwaiger', 'Hanno Pöschl', 'Bilge Jeschim', 'Kurti', 'Hans Weingartner', 'Liese Lyon', 'Peter Ily Huemer', 'Otto Reiter', 'Hubert Fabian Kulterer', 'Branko Andrić', 'Constanze Schweiger', 'John Sloss', 'Alexandra Seibel', 'Georg Schöllhammer', 'Christian Ankowitsch', 'Wilbirg Reiter', 'Barbara Klebel', 'Wolfgang Staribacher', 'Wolfgang Glüxam', 'Adam Goldberg', 'Richard Linklater', 'Paul Poet'];['Castle Rock Entertainment', 'Filmhaus Films', 'Detour Filmproduction'];https://letterboxd.com//film/before-sunrise/
Three Colours: Red;1994;Krzysztof Kieślowski;['Mystery', 'Drama', 'Romance'];4.5;4.34;100;['France', 'Poland', 'Switzerland'];French;['French'];166005;61751;57812;['Irène Jacob', 'Jean-Louis Trintignant', 'Jean-Pierre Lorit', 'Frédérique Feder', 'Samuel Le Bihan', 'Marion Stalens', 'Teco Celio', 'Bernard Escalon', 'Jean Schlegel', 'Elżbieta Jasińska', 'Zbigniew Zamachowski', 'Juliette Binoche', 'Julie Delpy', 'Benoît Régent', 'Roland Carey', 'Jean-Marie Daunas'];['Zespół Filmowy TOR', 'France 3 Cinéma', 'TSR', 'MK2 Films', 'CAB Productions', 'Canal+', 'Eurimages', 'CED Productions'];https://letterboxd.com//film/three-colours-red/
City Lights;1931;Charlie Chaplin;['Drama', 'Comedy', 'Romance'];4;4.34;87;['USA'];English;['English', 'No spoken language'];167909;71132;49606;['Charlie Chaplin', 'Virginia Cherrill', 'Harry Myers', 'Al Ernest Garcia', 'Hank Mann', 'Albert Austin', 'Eddie Baker', 'Henry Bergman', 'Buster Brodie', 'Jeanne Carpenter', 'Tom Dempsey', 'James Donnelly', 'Ray Erlenborn', 'Robert Graves', 'Charles Hammond', 'Joseph Herrick', 'Austen Jewell', 'Willie Keeler', 'Robert Parrish', 'John Rand', 'W.C. Robinson', 'Cy Slocum', 'Tony Stabenau', 'Mark Strong', 'Tiny Ward', 'Stanhope Wheatcroft', 'Florence Wix', 'Granville Redmond', 'Florence Lee'];['Charles Chaplin Productions'];https://letterboxd.com//film/city-lights/
I Am Cuba;1964;Mikhail Kalatozov;['Drama'];4.5;4.34;140;['Cuba', 'USSR'];Spanish;['Spanish', 'English'];29018;21946;10693;['Sergio Corrieri', 'Salvador Wood', 'José Gallardo', 'Raúl García', 'Luz María Collazo', 'Jean Bouise', 'Alberto Morgan', 'Fausto Mirabal', 'Roberto García York', 'María de las Mercedes Díez', 'Bárbara Domínguez', 'Jesús del Monte', 'Luisa María Jiménez Rodríquez', 'Mario González Broche', 'Tony López', 'Héctor Castañeda', 'Rosendo Lamadriz', 'Roberto Villar', 'Roberto Cabrera', 'Alfredo Ávila', 'José Espinosa', 'Rafael Díaz', 'Isabel Moreno', 'Manuel J. Mora', 'Raquel Revuelta', 'Aramís Delgado', 'Raúl Gómez', 'Pepe Ramírez'];['ICAIC', 'Mosfilm'];https://letterboxd.com//film/i-am-cuba/
Inglourious Basterds;2009;Quentin Tarantino;['Drama', 'Thriller', 'War'];5;4.34;153;['France', 'Germany', 'USA'];English;['English', 'German', 'French', 'Italian'];2203679;298723;913807;['Brad Pitt', 'Mélanie Laurent', 'Christoph Waltz', 'Eli Roth', 'Michael Fassbender', 'Diane Kruger', 'Daniel Brühl', 'Til Schweiger', 'Gedeon Burkhard', 'Jacky Ido', 'B.J. Novak', 'Omar Doom', 'August Diehl', 'Denis Ménochet', 'Sylvester Groth', 'Martin Wuttke', 'Mike Myers', 'Julie Dreyfus', 'Léa Seydoux', 'Richard Sammel', 'Alexander Fehling', 'Rod Taylor', 'Samm Levine', 'Paul Rust', 'Michael Bacall', 'Arndt Schwering-Sohnrey', 'Petra Hartung', 'Volker Michalowski', 'Ken Duken', 'Christian Berkel', 'Tina Rodriguez', 'Lena Friedrich', 'Ludger Pistor', 'Jana Pallaske', 'Wolfgang Lindner', 'Michael Kranz', 'Rainer Bock', 'André Penvern', 'Sebastian Hülk', 'Buddy Joe Hooker', 'Sönke Möhring', 'Carlos Fidel', 'Hilmar Eichhorn', 'Patrick Elias', 'Eva Löbau', 'Salvadore Brandt', 'Jasper Linnewedel', 'Wilfried Hochholdinger', 'Olivier Girard', 'Michael Scheel', 'Leo Plank', 'Andreas Tietz', 'Bo Svenson', 'Enzo G. Castellari', 'Christian Brückner', 'Samuel L. Jackson', 'Bela B.', 'Noemi Besedes', 'Hélène Cardona', 'Jake Garber', 'Sabrina Rattey', 'Alex Boden', 'Guido Föhrweißer', 'Harvey Keitel', 'Andrew Napier', 'Greg Nicotero', 'Quentin Tarantino', 'Vitus Wieser', 'Bea-Marie Rück', 'Daniela Schwerdt', 'Anne-Sophie Franck'];['The Weinstein Company', 'Universal Pictures', 'A Band Apart', 'Zehnte Babelsberg Film', 'Visiona Romantica', 'Peninsula Films'];https://letterboxd.com//film/inglourious-basterds/
A Man Escaped;1956;Robert Bresson;['Drama', 'Thriller'];4.5;4.33;101;['France'];French;['French', 'German'];64771;39735;21559;['François Leterrier', 'Charles Le Clainche', 'Maurice Beerblock', 'Roland Monod', 'Jacques Ertaud', 'Jean Paul Delhumeau', 'Roger Treherne', 'Jean Philippe Delamarre', 'Jacques Oerlemans', 'Klaus Detlef Grevenhorst', 'Leonhard Schmidt', 'Roger Planchon'];['Nouvelles Éditions de Films (NEF)', 'Gaumont'];https://letterboxd.com//film/a-man-escaped/
Everything Everywhere All at Once;2022;Daniel Scheinert, Daniel Kwan;['Science Fiction', 'Action', 'Adventure'];4.5;4.33;140;['USA'];English;['English', 'Cantonese', 'Chinese'];2227247;424061;1140019;['Michelle Yeoh', 'Stephanie Hsu', 'Ke Huy Quan', 'James Hong', 'Jamie Lee Curtis', 'Tallie Medel', 'Jenny Slate', 'Harry Shum Jr.', 'Biff Wiff', 'Sunita Mani', 'Aaron Lazar', 'Brian Le', 'Andy Le', 'Neravana Cabral', 'Chelsey Goldsmith', 'Craig Henningsen', 'Anthony Molinari', 'Dan Brown', 'Anthony Nanakornpanom', 'Cara Marie Chooljian', 'Randall Archer', 'Efka Kvaraciejus', 'Peter Banifaz', 'Audrey Wasilewski', 'Li Jing', 'Dylan Henry Lau', 'Boon Pin Koh', 'Timothy Eulich', 'Daniel Scheinert', 'Michiko Nishiwaki', 'Jane Lui', 'Jason Hamer', 'Timothy Ralston', 'Hiroshi Yada', 'Randy Newman', 'Amanda MacLeod'];['A24', 'IAC Films', 'AGBO', 'Ley Line Entertainment', 'TPC', 'Year of the Rat'];https://letterboxd.com//film/everything-everywhere-all-at-once/
The Silence of the Lambs;1991;Jonathan Demme;['Horror', 'Crime', 'Thriller', 'Drama'];4.5;4.33;119;['USA'];English;['English'];1907324;279887;725508;"['Jodie Foster', 'Anthony Hopkins', 'Scott Glenn', 'Ted Levine', 'Anthony Heald', 'Brooke Smith', 'Diane Baker', 'Kasi Lemmons', 'Frankie Faison', 'Tracey Walter', 'Charles Napier', 'Danny Darst', 'Alex Coleman', 'Dan Butler', 'Paul Lazar', 'Ron Vawter', 'Roger Corman', 'Lawrence A. Bonney', 'Lawrence T. Wrentz', 'Don Brockett', 'Frank Seals Jr.', 'Stuart Rudin', 'Jeffrie Lane', 'Leib Lensky', ""George 'Red' Schwartz"", 'Jim Roche', 'James B. Howard', 'Bill Miller', 'Chuck Aber', 'Gene Borkan', 'Pat McNamara', 'Kenneth Utt', 'Adelle Lutz', 'Obba Babatundé', 'George Michael', 'Jim Dratfield', 'Stanton-Miranda', 'Rebecca Saxon', 'Cynthia Ettinger', 'Brent Hinkley', 'Steve Wyatt', 'David Early', 'Andre B. Blake', 'Bill Dalzell', 'Chris Isaak', 'Daniel von Bargen', 'Tommy Lafitte', 'Josh Broder', 'Buzz Kilman', 'Harry Northup', 'Lauren Roselli', 'Maria Skorobogatov', 'Lamont Arnold', 'John Hall', 'Ted Monte', 'George A. Romero', 'John W. Iwanonkiw', 'Robert W. Castle', 'Chris McGinn', 'Gary Goetzman']";['Orion Pictures', 'Strong Heart/Demme Production'];https://letterboxd.com//film/the-silence-of-the-lambs/
Where Is the Friend's House?;1987;Abbas Kiarostami;['Family', 'Drama'];4;4.33;83;['Iran'];Persian (Farsi);['Persian (Farsi)'];82853;34817;34639;['Babek Ahmed Poor', 'Ahmed Ahmed Poor', 'Kheda Barech Defai', 'Iran Outari', 'Ait Ansari', 'Sadika Taohidi', 'Ali Djamali', 'Biman Mouafi', 'Aziz Babai', 'Nader Ghoulami', 'Akbar Mouradi', 'Teba Slimani', 'Mohammad Reza Parvaneh', 'Farahanka Brothers', 'Maria Chdjari', 'Hamdallah Askar Poor', 'Kadiret Kaoiyen Poor', 'Hager Faraz Poor', 'Mohamed Hocine Rouhi', 'Rafia Difai', 'Agakhan Karadach Khani', 'Mohammad Reza Nematzadeh'];['Kanoon', 'Farabi Cinema'];https://letterboxd.com//film/where-is-the-friends-house/
Wild Strawberries;1957;Ingmar Bergman;['Drama'];4.5;4.33;91;['Sweden'];Swedish;['Swedish', 'Latin'];155494;64460;50379;['Victor Sjöström', 'Bibi Andersson', 'Ingrid Thulin', 'Gunnar Björnstrand', 'Jullan Kindahl', 'Folke Sundquist', 'Björn Bjelfvenstam', 'Naima Wifstrand', 'Gunnel Broström', 'Gertrud Fridh', 'Sif Ruud', 'Gunnar Sjöberg', 'Max von Sydow', 'Åke Fridell', 'Yngve Nordwall', 'Per Sjöstrand', 'Gio Petré', 'Gunnel Lindblom', 'Maud Hansson', 'Ann-Marie Wiman', 'Eva Norée', 'Lena Bergman', 'Monica Ehrling', 'Per Skogsberg', 'Göran Lundquist', 'Helge Wulff', 'Peder Hellman', 'Vendela Rudbäck', 'Ulf Johansson', 'Erik Nordgren', 'Josef Norman', 'Gunnar Olsson', 'Harry Asklund'];['SF Studios'];https://letterboxd.com//film/wild-strawberries/
Eternity and a Day;1998;Theo Angelopoulos;['Drama'];nan;4.33;133;['France', 'Germany', 'Greece', 'Italy'];Greek (modern);['Greek (modern)', 'English', 'Italian'];36607;18105;14530;['Bruno Ganz', 'Fabrizio Bentivoglio', 'Isabelle Renauld', 'Achileas Skevis', 'Alexandra Ladikou', 'Despina Bebedelli', 'Eleni Gerasimidou', 'Iris Chatziantoniou', 'Nikos Kouros', 'Alekos Oudinotis', 'Vasilis Kolovos', 'Mihalis Giannatos', 'Petros Fyssoun', 'Pemi Zouni', 'Lazaros Andreou', 'Leonidas Vardaros', 'Vassilia Kavouka', 'Petros Markaris', 'Melpo Lekatsa', 'Yiannis Karabinis', 'Maria Hatziioannidou', 'Yiannis Mohlas', 'Maria Saltiri', 'Makis Pappas', 'Tania Palaiologou', 'Aristotelis Aposkitis', 'Rony Ganniari', 'Panos Papageorgopoulos', 'Maria Koskina', 'Thodoros Tsalouhidis', 'Thodoros Teknetzidis', 'Hristos Sougaris', 'Giannis Papadopoulos', 'Milena Giannakidou', 'Argyris Kesoglou', 'Melpomeni Tsoulou', 'Yiannis Mitsou', 'Petros Patses', 'Yiorgos Popof', 'Dimitris Fotsinos-Safrantzas', 'Yiorgos Halaris', 'Themis Gousoulis', 'Asimakis Alexiou'];['Eurimages', 'ARTE', 'Paradis Films', 'Istituto Luce Cinecittà', 'Greek Film Centre', 'La Sept Cinéma', 'Intermédias', 'Theo Angelopoulos Films', 'Classic', 'Canal+', 'WDR', 'EPT'];https://letterboxd.com//film/eternity-and-a-day/
No Country for Old Men;2007;Joel Coen, Ethan Coen;['Crime', 'Thriller', 'Drama'];5;4.33;122;['USA'];English;['English', 'Spanish'];1332211;222325;480425;['Josh Brolin', 'Javier Bardem', 'Tommy Lee Jones', 'Kelly Macdonald', 'Woody Harrelson', 'Garret Dillahunt', 'Tess Harper', 'Barry Corbin', 'Stephen Root', 'Rodger Boyce', 'Beth Grant', 'Ana Reeder', 'Kit Gwin', 'Zach Hopkins', 'Chip Love', 'Eduardo Antonio Garcia', 'Gene Jones', 'Myk Watford', 'Boots Southerland', 'Kathy Lamkin', 'Johnnie Hector', 'Margaret Bowman', 'Thomas Kopache', 'Jason Douglas', 'Doris Hargrave', 'Rutherford Cravens', 'Matthew Posey', 'George Adelo', 'Mathew Greer', 'Trent Moore', 'Marc Miles', 'Luce Rains', 'Philip Bentham', 'Eric Reeves', 'Josh Meyer', 'Chris Warner', 'Brandon Smith', 'Roland Uribe', 'Richard Jackson', 'Josh Blaylock', 'Caleb Landry Jones', 'Dorsey Ray', 'Angel H. Alvarado Jr.', 'David A. Gomez', 'Milton Hernandez', 'John Mancha', 'Scott Flick', 'Albert Fry Jr.', 'Angelo Martinez', 'James Rishe', 'Elizabeth Slagsvol'];['Miramax', 'Scott Rudin Productions', 'Mike Zoss Productions', 'Paramount Vantage'];https://letterboxd.com//film/no-country-for-old-men/
Psycho;1960;Alfred Hitchcock;['Thriller', 'Horror', 'Drama'];5;4.33;109;['USA'];English;['English'];1068479;249752;361566;"['Anthony Perkins', 'Janet Leigh', 'Vera Miles', 'John Gavin', 'Martin Balsam', 'John McIntire', 'Simon Oakland', 'Frank Albertson', 'Patricia Hitchcock', 'Vaughn Taylor', 'Lurene Tuttle', 'John Anderson', 'Mort Mills', 'Fletcher Allen', 'Walter Bacon', 'Kit Carson', 'Francis De Sales', 'George Dockstader', 'George Eldredge', 'Harper Flaherty', 'Sam Flint', 'Virginia Gregg', 'Alfred Hitchcock', 'Paul Jasmin', 'Lee Kass', 'Frank Killmond', 'Ted Knight', 'Pat McCaffrie', 'Hans Moebus', 'Jeanette Nolan', ""Lillian O'Malley"", 'Robert Osborne', 'Fred Scheiwiller', 'Helen Wallace']";['Shamley Productions'];https://letterboxd.com//film/psycho/
All About Eve;1950;Joseph L. Mankiewicz;['Drama'];4.5;4.33;139;['USA'];English;['English', 'French'];126931;68803;40114;"['Bette Davis', 'Anne Baxter', 'George Sanders', 'Celeste Holm', 'Gary Merrill', 'Hugh Marlowe', 'Thelma Ritter', 'Gregory Ratoff', 'Marilyn Monroe', 'Barbara Bates', 'Walter Hampden', 'Randy Stuart', 'Craig Hill', 'Leland Harris', 'Barbara White', 'Eddie Fisher', 'William Pullen', 'Claude Stroud', 'Eugene Borden', 'Helen Mowery', 'Steven Geray', 'Gertrude Astor', 'Frank Baker', 'Ralph Brooks', 'Jack Chefe', 'Sayre Dearing', 'Jack Deery', 'Franklyn Farnum', 'Bess Flowers', 'Colin Kenny', 'Ethelreda Leopold', 'Carl M. Leviness', 'Leota Lorraine', 'William Marion', 'Thomas Martin', 'Mathew McCue', 'Harold Miller', ""William H. O'Brien"", 'Stanley Orr', 'Foster H. Phinney', 'Marion Pierce', 'Paul Power', 'Suzanne Ridgway', 'Ann Robinson', 'Cosmo Sardo', 'Larry Steers', 'Robert Whitney']";['20th Century Fox'];https://letterboxd.com//film/all-about-eve/
M;1931;Fritz Lang;['Thriller', 'Drama', 'Crime'];5;4.32;111;['Germany'];German;['German'];191016;81298;58012;['Peter Lorre', 'Ellen Widmann', 'Inge Landgut', 'Otto Wernicke', 'Theodor Loos', 'Gustaf Gründgens', 'Friedrich Gnaß', 'Fritz Odemar', 'Paul Kemp', 'Theo Lingen', 'Rudolf Blümner', 'Georg John', 'Franz Stein', 'Ernst Stahl-Nachbaur', 'Gerhard Bienert', 'Karl Platen', 'Rosa Valetti', 'Hertha von Walther', 'Carl Ballhaus', 'Paul Mederow', 'Hadrian Maria Netto', 'Lucie Rhoden', 'Karl Hannemann'];['Nero-Film AG'];https://letterboxd.com//film/m/
The 400 Blows;1959;François Truffaut;['Drama'];3.5;4.32;99;['France'];French;['French', 'English'];247271;91753;82135;['Jean-Pierre Léaud', 'Claire Maurier', 'Albert Rémy', 'Georges Flamant', 'Patrick Auffay', 'Robert Beauvais', 'Yvonne Claudie', 'Pierre Repp', 'Guy Decomble', 'Daniel Couturier', 'François Nocher', 'Richard Kanayan', 'Renaud Fontanarosa', 'Michel Girard', 'Serge Moati', 'Bernard Abbou', 'Jean-François Bergouignan', 'Michel Lesignor', 'Jean-Claude Brialy', 'Jeanne Moreau', 'Philippe de Broca', 'François Truffaut', 'Jacques Demy', 'Bouchon'];['Les Films du Carrosse', 'Sédif Productions'];https://letterboxd.com//film/the-400-blows/
